reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,label
ABFX5OPQD50P,B0037EWVQC,Vincent Paul Gonzales,"[1, 2]",This knife is exactly as the description labels it  Truly a Gnome in size it fits into its kydex sheath well and comes out with a light tug  Due to my hand size it is best held with 23 fingers as the handle is very small  If you are a collector or a neck knife fanatic the price alone should be reason to get this quality little blade,3.0,A bite sized necker,1341187200,"07 2, 2012",5
A13FL6CWRND9V2,B000HU11ZG,Mark Hafer,"[0, 0]",This LED is real easy to put on your handle bars  The on button is placed right on top and is easy to press while riding  It provides great illumination  Definitely a decent bike light for the price,4.0,Easy Bright great,1356652800,"12 28, 2012",5
A3N89JRE34GM25,B005DLB5KU,BLKDRGN,"[0, 0]",It works as intended However I know it will not fit all stocks like a glove hence the good review It installed it on my 1022 camo TD The color didnt quite match as the sticker has a purplish tint to it The back side doesnt sit flush because the stock is a little too thick This leaves a gap which dirt leaves etc can go in However it serves it purpose unless you want it for cosmetic reasons only,4.0,It works,1394150400,"03 7, 2014",5
A3C2V25ZU8ND36,B006X9DLQM,wrightconnection,"[1, 2]",I ordered these sights based on the reviews of others like I do with 90 of my purchases on Amazoncom They do look very similar to the SureFire DDRTSSET that sell for around 24000 although I must admit Ive never held a pair of those in my hands before Im sure they must be made with better materials and tighter tolerances because you usually get what you pay for At the same time I ordered these I ordered a pair of flipdown 45 degree sights from onestopshop2013 for about 2400 and planned to return which ever pair I liked second best Unfortunately I received non flipup sights from onestopshop2013 but they had a much better windage adjustment so I decided to swap the parts out to have abetter product I was able to replace the windage knob but was unable to reinstall the other knob back to the other sight because these sights are far from mil spec and the roll pins are so frail and weak they bend too easy and broke I have milspec roll pins but they are too large to fit in either sight I ended up with one pair of fairly decent sights but had to trash the others because they simply cant be put pack together again The bottom line is these are cheaply made sights that are just ok I would have been better off spending 5000 on one bettermade pair of sights These work ok but they are not a quality piece of equipment Dont attempt to modify them to make them better You will be sorry They are what they are and probably fine for the casual recreational shooter just dont expect too much  The reviewer that screams about how they are an exact coppy of the SureFire product and says to hurry up and buy them before the company is sued for copyright infringement is way off These are nowhere near the quality of a top name brand sight not even close,3.0,Just ok if you get a good pair,1386288000,"12 6, 2013",5
AOCPDUSM5UMM6,B001I8A1Z2,Anthony F,"[1, 1]",We wound up having to return this bike as it sat really low to the ground I wear size 14 shoes and my feet kept scraping the ground I found a much higher quality bike at a local store for the same price,2.0,Bad for big feet,1388707200,"01 3, 2014",5
A35ADQS4RR7C2I,B000MTI0GA,LL,"[0, 0]",The design of this is the best part the nozzle inverts and goes inside for storage and the cap fits on the end in either orientation tightly Two straws allow for airflow and liquid flow to prevent 34chugging34 The plastic is very solid and it looks great Ill be buying more,5.0,very well designed,1377648000,"08 28, 2013",5
A3M6V9ANORQPAD,B0017KTB52,Nitengail Nite,"[9, 9]",I purchased these gloves to protect my shooting hand while at the gun range  It certainly did the job  It is a tight comfortable fit and protects the skin while target shooting  I was extremely pleased with this quality merchandise and highly recommends it to anyone who needs this type of gloves,5.0,Hatch KSG500 Shooting Glove with Kevlar Black Small,1358121600,"01 14, 2013",5
AFFGQ792Q0TKC,B0017GZ93O,Frank P,"[2, 2]",This is a great little set that I used while camping this weekend Easy to store easy to clean Overall a great buy,5.0,Cooked with it this weekend,1363564800,"03 18, 2013",5
AFZJNYR931ZCN,B005XYGN2W,The Lunar Staff Moonlight Entertainment  Sales,"[0, 1]",US Divers has been good to us We love their products and they allow my family and myself to see and explore a world we dont get to normally see and experience as land dwellersWe go to Orick  Crescent City CA about every other year for our vacation We love to be close to and in the ocean to see and interact with the wildlife and to introduce the kids to the oceans wildlife so they can get a respect and sense of our world and their environmentWhen we are in Crescent City CA we like to swim and snorkel in the harbors breakwater where we get the opportunity to swim with the Leopard Sharks We havent been there since before the Tsunami in 032011 but we plan on going back next year when the kids get out of school to see our friends and the recovery if any the town has madeWe also love camping on the beach and snorkeling in Orick CA A few years ago we got the opportunity to swim with a sea otter that hangs around the cave indulging on the mussels that grow on the rocks Every now and then we get to see the occasional whale and schools of dolphin swimming by tooThe US Divers Adult LX mask and snorkel set has a great fit and allows me to see great underwater creating a watertight seal over my face to provide maximum visibility I also have the Admiral set too The Magellan is the newest one for me However because it is getting to cold and late in the season I havent gotten the chance for any ocean usage therefore I havent really gotten into the breakin process quite yet However I did get my son his first mask  snorkel set too and we have been practicing on using them in the tub Of all the features of my snorkel the whistle seems to get used the most by my sonThe price is very good especially for a high quality product such as this Overall this is a good product and it will provide me many years of usage,4.0,A Trusted Family Favorite,1385856000,"12 1, 2013",5
A37D9SE2F6AO6R,B001CZ4ZN0,L Freeman,"[9, 12]",We got this for P90X  It works well for it  Unfortunately the mounts for the bar are still screwed into the door frame  I didnt get that impression from the product description  We did it anyway and will have to repair later when we remove it  Even when the bar is up and in place the bar still spins in your hands  You certainly can work around the spin but it is strange at first to reach up and feel the bar spin when you are just about to lower all your weight below it to pull up  Its a little disconcerting but it doesnt hamper your workout,3.0,You still have to screw into your door frame,1307836800,"06 12, 2011",5
A2P2OJBPPMR8EX,B004FO37AC,JAlan,"[0, 1]",I was looking for a bedside biometric drawer safe that was of quality materials easy to use and reliable  After reading quite a bit about this category of safes Barskas name came up often  This item is well made and is very easy to use Unlike some of the reviewers of this product I actually have not had any problems with the safes biometric function However my one serious complaint is the beeping sound it makes when opening the safe itself  Bad decision by Barska 34Hey Mr IntruderIm the guy making the beepsadvantage you34,3.0,Essential ,1360454400,"02 10, 2013",5
AACUOHZAVWC3A,B0018BCANA,Wolbstan,"[0, 0]",So living in Florida it doesnt get especially cold here But for a couple days every winter we dip down to the 30s and 40s at night Thats when these babies do their thing I use them when riding my bicycle to work in the mornings and my hands would get a little numb from being out in the wind They arent really thick but then I dont need them to be They are perfect for my needs,5.0,Great gloves for Florida,1401926400,"06 5, 2014",5
A18PYLEFVU8C0G,B004JME5SI,Paul,"[3, 3]",Works like and ski rack should and is lockable  No point paying double for a rack that does exactly the same thing  Fits perfectly on my 4runner cross bars,5.0,Amazing,1352246400,"11 7, 2012",5
A2D4J55CHOJABX,B0000C1D27,fenderbender,"[1, 1]",Just adding my 5 stars to the bunch already here  Works well with my Ruger LC9 magazine Sturdy construction Would purchase this brand of products again,5.0,Works well with Ruger LC9,1357603200,"01 8, 2013",5
A1EA298NGOFRYR,B000ZKES0S,Edgar Whitesell,"[0, 0]",This is one hell of a versatile trunk bag Pair it with a Topeak rack or you wont have any means of easily attaching it If you do though be prepared for the niftiest attachment mechanism around They always give the capacity in liters but check the customer images for just how much stuff 8 liters of groceries is One thing to keep in mind is to always wrap the bungee cords at the bottom of the side pockets around the rack when you hang them down Otherwise theres a good chance for them to get pulled into your spokes Ive yet for this to happen but Ive heard it trying plenty of times Different reflective stripes on the sides are visible with the side panniers open or closed The top handle makes it easy to carry whether carrying a few items or stuffed to the brink Never have found a use for the crisscrossed bungee cord on top though I could easily see myself using this if I was touring,5.0,It just keeps on expanding,1362614400,"03 7, 2013",5
